City,hotel_name,hotel_url,hotel_rating,hotel_description,hotel_address
Cassis,Le Cap,https://www.booking.com/hotel/fr/le-canaille-cap.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=e79b691d9cf50082&srepoch=1690124220&all_sr_blocks=782035001_369094565_0_0_0&highlighted_blocks=782035001_369094565_0_0_0&matching_block_id=782035001_369094565_0_0_0&sr_pri_blocks=782035001_369094565_0_0_0__71490&from=searchresults#hotelTmpl,"6,7","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur le jardin, l'établissement Le Cap est situé à Cassis, à seulement 300 mètres de Bestouan et à moins de 1 km de la Grande Mer. Vous pourrez pratiquer diverses activités dans les environs, telles que la pêche et la randonnée.

Offrant une vue sur la ville, cet appartement comprend une terrasse, une chambre, un salon, une télévision à écran plat, une salle de bains pourvue d'une douche ainsi qu'une cuisine équipée avec un réfrigérateur et un micro-ondes. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.

Vous séjournerez à 1,3 km de la plage de l'Anse de Corton et à 20 km du stade Orange Vélodrome. L'aéroport de Marseille-Provence, le plus proche, est implanté à 46 km. 




C'est le quartier préféré des voyageurs visitant Cassis, selon les commentaires clients indépendants.





En voir plus","
Avenue de l'Amiral Ganteaume, 13260 Cassis, France
"
Cassis,Sea View,https://www.booking.com/hotel/fr/sea-view-cassis1.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=e79b691d9cf50082&srepoch=1690124220&all_sr_blocks=827296001_363619699_2_0_0&highlighted_blocks=827296001_363619699_2_0_0&matching_block_id=827296001_363619699_2_0_0&sr_pri_blocks=827296001_363619699_2_0_0__74535&from=searchresults#hotelTmpl,"7,6","Offrant une vue sur la montagne, le Sea View est un hébergement situé à Cassis, à 300 mètres de Bestouan et à moins de 1 km de la Grande Mer. Offrant une vue sur la ville et la mer, cet appartement dispose d'une connexion Wi-Fi gratuite.

Cet appartement dispose d'une télévision à écran plat. La cuisine est équipée d'un réfrigérateur, d'un micro-ondes, de plaques de cuisson, d'une machine à café et d'une bouilloire.

Vous pourrez profiter d'une terrasse sur place et pratiquer la randonnée et la pêche dans les environs.

Vous séjournerez à 1,3 km de la plage de l'Anse de Corton et à 20 km du stade Orange Vélodrome. L'aéroport de Marseille-Provence, le plus proche, est implanté à 46 km. 




C'est le quartier préféré des voyageurs visitant Cassis, selon les commentaires clients indépendants.




L'établissement Sea View accueille des clients Booking.com depuis le 3 mars 2022.



En voir plus","
Résidence les Azeroles Avenue de l'Amiral Ganteaume, 13260 Cassis, France
"
Cassis,Panoramic vue cassis,https://www.booking.com/hotel/fr/panoramic-vue-cassis.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=e79b691d9cf50082&srepoch=1690124220&all_sr_blocks=888598301_358804786_4_0_0&highlighted_blocks=888598301_358804786_4_0_0&matching_block_id=888598301_358804786_4_0_0&sr_pri_blocks=888598301_358804786_4_0_0__110530&from=searchresults#hotelTmpl,"8,6","Offrant une vue sur la ville, le Panoramic vue cassis propose un hébergement avec un balcon et une machine à café, à environ 1,2 km de la plage de l'Anse de Corton. Cet hébergement climatisé se trouve à 1,2 km de la Grande Mer. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.

Cet appartement comprend 2 chambres, une cuisine équipée d'un réfrigérateur et d'un lave-vaisselle, une télévision à écran plat, un coin salon et 2 salles de bains pourvues d'une douche. Les serviettes et le linge de lit sont fournis.

Vous pourrez faire de la randonnée dans les environs.

Vous séjournerez à 1,6 km de l'Arene et à 19 km du stade Orange Vélodrome. L'aéroport de Marseille-Provence, le plus proche, est implanté à 45 km. 






L'établissement Panoramic vue cassis accueille des clients Booking.com depuis le 3 août 2022.



En voir plus","
19 Avenue du Maréchal Foch, 13260 Cassis, France
"
Cassis,"The Originals Boutique, Hôtel Cassitel, Cassis",https://www.booking.com/hotel/fr/interhotel-cassitel.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=e79b691d9cf50082&srepoch=1690124220&all_sr_blocks=4841808_343719630_0_2_0&highlighted_blocks=4841808_343719630_0_2_0&matching_block_id=4841808_343719630_0_2_0&sr_pri_blocks=4841808_343719630_0_2_0__73000&from=searchresults#hotelTmpl,"7,7","L’The Originals Boutique, Hôtel Cassitel, Cassis vous accueille en face du port de pêche de Cassis, à seulement 2 minutes à pied de la plage et à 40 minutes de route du circuit automobile Paul Ricard. Cet hôtel dispose d’une connexion Wi-Fi gratuite.

Toutes les chambres sont dotées de la climatisation, d’une salle de bains privative et d’une télévision à écran plat.

Un petit-déjeuner buffet est servi tous les matins et l’The Originals Boutique, Hôtel Cassitel, Cassis comporte un coin salon. La réception ouverte 24h/24 pourra vous fournir des informations pour votre séjour à Cassis.

L’The Originals Boutique, Hôtel Cassitel, Cassis se trouve à 10 minutes en voiture de l’autoroute A50 et à 25 km du centre-ville de Marseille. 




C'est le quartier préféré des voyageurs visitant Cassis, selon les commentaires clients indépendants.





Chaîne hôtelière/marque:

The Originals Boutique


En voir plus","
Place Clémenceau, 13260 Cassis, France
"
Cassis,Hôtel Eden Cassis,https://www.booking.com/hotel/fr/ha-tel-de-france-maguy.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=e79b691d9cf50082&srepoch=1690124220&all_sr_blocks=39157703_355303350_0_2_0&highlighted_blocks=39157703_355303350_0_2_0&matching_block_id=39157703_355303350_0_2_0&sr_pri_blocks=39157703_355303350_0_2_0__94560&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,6","L'Hôtel Eden Cassis est situé à Cassis, au cœur de la Provence, à seulement 450 mètres du port et de la mer Méditerranée. Il propose des chambres climatisées et une connexion Wi-Fi gratuite.

Les chambres comprennent une télévision à écran plat, une salle de bains privative et un téléphone. Certaines sont pourvues d'un minibar et d'une terrasse.

L'hôtel sert un petit-déjeuner continental chaque matin dans la salle prévue à cet effet. Vous pourrez également savourer un verre au bar de l'hôtel.

Un parking privé est disponible, tandis que le départ des promenades guidées en bateau pour les calanques de Cassis est à 700 mètres. Le centre-ville de Marseille et la gare Marseille-Saint-Charles sont accessibles à 32 km. 





Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.




L'établissement Hôtel Eden Cassis accueille des clients Booking.com depuis le 29 mai 2012.



En voir plus","
1, Avenue du Revestel - Impasse du Coulet, 13260 Cassis, France
"
Cassis,Les Jardins de Cassis,https://www.booking.com/hotel/fr/les-jardins-de-cassis.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=e79b691d9cf50082&srepoch=1690124220&all_sr_blocks=30119605_88558087_0_2_0&highlighted_blocks=30119605_88558087_0_2_0&matching_block_id=30119605_88558087_0_2_0&sr_pri_blocks=30119605_88558087_0_2_0__103760&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,9","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Jardins de Cassis ! Connectez-vous pour économiser.
 Situé dans un jardin de style méditerranéen doté d’une piscine extérieure chauffée et pourvu d’un espace détente avec un jacuzzi et un sauna, l’hôtel Les Jardins de Cassis se trouve à 10 minutes à pied du centre de Cassis et de la plage de La Grande Mer. Vous pourrez vous rendre à Marseille en 30 minutes. Une connexion Wi-Fi et 2 parkings sécurisés sont disponibles gratuitement.

Les chambres sont climatisées et munies d’une télévision par satellite à écran plat. Certaines comprennent un balcon ou une terrasse. Leur salle de bains privative est équipée d’une douche et d’un sèche-cheveux.

Un petit-déjeuner buffet continental est servi tous les matins dans la salle prévue à cet effet ou sur la terrasse près de la piscine. L’établissement Les Jardins de Cassis possède également un bar avec terrasse ouvert 24h/24 installé près de la piscine.

Un terrain de sport polyvalent est présent sur place.

La gare de Cassis est implantée à moins de 2 km. Enfin, cet hôtel est placé à 35 minutes en voiture du circuit Paul-Ricard. 




Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,0 pour un séjour à deux.





En voir plus","
Avenue Auguste Favier, 13260 Cassis, France
"
Nimes,Appartement situé en plein cœur de Nîmes .,https://www.booking.com/hotel/fr/appartement-situe-en-plein-coeur-de-nimes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=1014558701_374014943_2_0_0&highlighted_blocks=1014558701_374014943_2_0_0&matching_block_id=1014558701_374014943_2_0_0&sr_pri_blocks=1014558701_374014943_2_0_0__75600&from=searchresults#hotelTmpl,"8,8","Bénéficiant d'un emplacement privilégié dans un quartier central de Nîmes, l'Appartement situé en plein cœur de Nîmes. Cette chambre offre une vue sur le jardin et dispose d'une terrasse. Cet appartement dispose d'un balcon et d'une connexion Wi-Fi gratuite.

Cet appartement climatisé comprend une chambre, une télévision à écran plat et une cuisine équipée d'un réfrigérateur.

Vous séjournerez à 14 km du parc des expositions de Nîmes et à 33 km de l'amphithéâtre d'Arles. L'aéroport le plus proche, celui de Nîmes-Garons, 9 km de Appartement situé en plein cœur de Nîmes.. 




C'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.





En voir plus","
8 Rue des Patins, 30000 Nîmes, France
"
Nimes,Grand Hôtel de Nîmes 4 étoiles,https://www.booking.com/hotel/fr/holiday-inn-nimes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=29646319_354302166_2_2_0&highlighted_blocks=29646319_354302166_2_2_0&matching_block_id=29646319_354302166_2_2_0&sr_pri_blocks=29646319_354302166_2_2_0__70763&from=searchresults#hotelTmpl,"7,3","Le Grand Hôtel de Nîmes est un complexe hôtelier-restaurant-salle de conventions qui vous accueille à Nîmes, à seulement 3 km des arènes.

Situé dans un parc d'hôtel regorgeant de palmiers et de lauriers-roses, cet hôtel entièrement rénové dispose d'une piscine extérieure réservée exclusivement aux clients de l'hôtel, de jeux pour enfants, d'un billard et d'un baby-foot.

Les chambres très spacieuses sont équipées d'une connexion Wi-Fi haut débit gratuite par fibre optique et d'une grande télévision à écran plat avec les chaînes internationales. Un plateau/bouilloire de bienvenue et une bouteille d'eau minérale sont fournis gratuitement dans votre chambre. La climatisation de dernière génération vous offrira un confort optimal pour vous détendre pendant les chaudes journées provençales. La salle de bains privative est pourvue d'une baignoire et de toilettes séparées.

Le restaurant Le Chat Noir sert des plats français traditionnels sur la terrasse ou dans le jardin, au bord de la piscine. Chaque matin, vous pourrez savourer un petit-déjeuner buffet composé de jus de fruits frais et de viennoiseries. Vous pourrez savourer le déjeuner dans un restaurant de style brasserie. Le restaurant sur place prépare un menu fixe pour le dîner. Vous pourrez prendre un verre au bar, qui propose un choix de whiskies, de rhums et de cigares.

Un parking est disponible au Grand Hôtel de Nîmes 4 étoiles moyennant des frais supplémentaires. Vous pourrez découvrir les nombreux sites romains de Nîmes, y compris les célèbres arènes, la Maison carrée et les jardins de la Fontaine. Vous séjournerez à 30 minutes de route des plages les plus proches. La gare de Nîmes se situe à 4 km. 





L'établissement Grand Hôtel de Nîmes 4 étoiles accueille des clients Booking.com depuis le 7 avr. 2011.



En voir plus","
202 rue Nicolas Ledoux, 30900 Nîmes, France
"
Nimes,le 39,https://www.booking.com/hotel/fr/le-39-nimes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=499518501_169140719_4_0_0&highlighted_blocks=499518501_169140719_4_0_0&matching_block_id=499518501_169140719_4_0_0&sr_pri_blocks=499518501_169140719_4_0_0__41225&from=searchresults#hotelTmpl,"8,3","Situé dans le centre de Nîmes, à seulement 14 km du parc des expositions et à 34 km de l'amphithéâtre d'Arles, l'établissement le 39 propose un hébergement avec vue sur la ville et connexion Wi-Fi gratuite. Cet appartement se trouve à 46 km de la gare TGV d'Avignon et à 48 km du Zénith Sud Montpellier.

Cet appartement comprend une chambre, une télévision à écran plat, un coin repas, une cuisine avec réfrigérateur et un salon. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 44 km de la gare centrale d'Avignon et à 45 km du palais des papes. L'aéroport le plus proche, celui de Nîmes-Garons, est situé à 10 km. 







L'établissement le 39 accueille des clients Booking.com depuis le 4 mai 2019.



En voir plus","
39 Rue nationale, 30000 Nîmes, France
"
Nimes,Le petit cocon de la gare,https://www.booking.com/hotel/fr/residence-mendes-france.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=899443201_361662301_3_0_0&highlighted_blocks=899443201_361662301_3_0_0&matching_block_id=899443201_361662301_3_0_0&sr_pri_blocks=899443201_361662301_3_0_0__40250&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,0","Offrant une vue sur la ville, Le petit cocon de la gare propose un hébergement avec une terrasse et un balcon, à environ 1,9 km du parc des expositions de Nîmes. Cet appartement se trouve à 45 km du palais des papes et de la gare TGV d'Avignon.

Cet appartement climatisé comprend une chambre, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi qu'une salle de bains pourvue d'une douche et d'articles de toilette gratuits. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 33 km de l'amphithéâtre d'Arles et à 43 km de la gare centrale d'Avignon. L'aéroport le plus proche, celui de Nîmes-Garons, est situé à 9 km. 






En voir plus","
169 Avenue Pierre Mendès France, 30900 Nîmes, France
"
Nimes,Le Monnai,https://www.booking.com/hotel/fr/le-monnaie.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=1020023701_374400053_2_0_0&highlighted_blocks=1020023701_374400053_2_0_0&matching_block_id=1020023701_374400053_2_0_0&sr_pri_blocks=1020023701_374400053_2_0_0__29788&from=searchresults#hotelTmpl,"4,0","Situé dans le centre de Nîmes, à 14 km du parc des expositions et à 33 km de l'amphithéâtre d'Arles, l'établissement Le Monnai propose une connexion Wi-Fi gratuite. Cet appartement se trouve à 45 km de la gare centrale d'Avignon et à 46 km du palais des Papes.

Cet appartement climatisé comprend une chambre, une cuisine et une salle de bains. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 47 km de la gare TGV d'Avignon et du Zénith Sud de Montpellier. L'aéroport le plus proche, celui de Nîmes-Garons, est situé à 9 km. 




C'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.





En voir plus","
6 Rue de la Monnaie, 30000 Nîmes, France
"
Nimes,hotelF1 Nîmes Ouest,https://www.booking.com/hotel/fr/hotelf1-nimes-ouest.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=65783705_376291705_2_2_0&highlighted_blocks=65783705_376291705_2_2_0&matching_block_id=65783705_376291705_2_2_0&sr_pri_blocks=65783705_376291705_2_2_0__28192&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"6,3","L'hotelF1 Nîmes Ouest est situé à Nîmes, à 44 km de Montpellier et à 40 km d'Avignon.

Toutes les chambres donnent accès à une salle de bains commune. Vous pourrez acheter des serviettes microfibre à l'hôtel moyennant des frais supplémentaires de EUR 3 chacune.

La réception est ouverte 24h/24.

Nîmes se trouve à 2,8 km de l'Hotelf1 Nîmes Ouest, tandis qu'Arles vous attend à 28 km. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 41 km. 





L'établissement hotelF1 Nîmes Ouest accueille des clients Booking.com depuis le 3 juin 2016.





En voir plus","
Chemin de l'Hostellerie Ville active, centre hôtelier, 30900 Nîmes, France
"
Nimes,Kyriad Nîmes Ouest A9,https://www.booking.com/hotel/fr/kyriad-na-r-mes-ouest.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=33686514_172759965_2_2_0&highlighted_blocks=33686514_172759965_2_2_0&matching_block_id=33686514_172759965_2_2_0&sr_pri_blocks=33686514_172759965_2_2_0__46150&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7,5","Idéalement situé à 10 minutes en voiture du centre de Nîmes et à 2 km de la sortie 25 de l’autoroute A9, l’établissement 3 étoiles Kyriad Nîmes Ouest propose une connexion Wi-Fi à 20 Mb/s gratuite et des coins salon extérieurs.

Décorées dans des tons méditerranéens, les chambres du Kyriad Nîmes Ouest A9 comprennent un plateau/bouilloire et une télévision à écran plat avec des chaînes internationales, comme les chaînes des bouquets Canal+. Leur salle de bains privative est pourvue d’articles de toilette gratuits.

Un petit-déjeuner buffet est servi chaque matin dans la salle prévue à cet effet ou dans le jardin. Vous savourerez un apéritif au bar-salon avant de dîner dans l’un des restaurants des environs.

Le parking privé sur place est gratuit. L’aéroport de Nîmes-Garons est implanté à 15 minutes de route. Les parcours de golf de Vacquerolles et de Nîmes Campagne se trouvent à 20 minutes en voiture. Cet établissement Kyriad comporte une réception ouverte 24h/24. 









En voir plus","
Ville Active - 157 rue Tony Garnier, 30900 Nîmes, France
"
Nimes,Le Sully,https://www.booking.com/hotel/fr/le-cocon-nimes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=994626301_372373661_2_0_0&highlighted_blocks=994626301_372373661_2_0_0&matching_block_id=994626301_372373661_2_0_0&sr_pri_blocks=994626301_372373661_2_0_0__35720&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"5,7","Le Sully est situé à Nîmes, à 35 km de l'amphithéâtre d'Arles, à 43 km de la gare centrale d'Avignon et à 44 km du palais des Papes. Il se trouve à 12 km du parc des expositions de Nîmes et assure un service de concierge.

Doté d'une connexion Wi-Fi gratuite, cet appartement d'une chambre dispose d'une télévision à écran plat, d'un lave-linge et d'une cuisine avec réfrigérateur et micro-ondes. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 45 km de la gare TGV d'Avignon et à 49 km du Zénith Sud de Montpellier. L'aéroport le plus proche, celui de Nîmes-Garons, est situé à 10 km. 






En voir plus","
51 Rue Sully, 30000 Nîmes, France
"
Nimes,Margaret - Hôtel Chouleur,https://www.booking.com/hotel/fr/margaret-chouleur.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaE2IAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsHWlqIGwAIB0gIkZTU5NjhmNWEtMTk1Yi00OGEyLThmNWYtYzU2ZDNmMDU5MWZm2AIF4AIB&sid=4044a316139dbb224d418fbb7843881c&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-23&checkout=2023-07-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6fb1691dc47b0010&srepoch=1690124220&all_sr_blocks=720280405_328769202_2_2_0&highlighted_blocks=720280405_328769202_2_2_0&matching_block_id=720280405_328769202_2_2_0&sr_pri_blocks=720280405_328769202_2_2_0__100200&from=searchresults#hotelTmpl,"9,2","Idéalement situé à Nîmes, le Margaret - Hôtel Chouleur propose des chambres climatisées, une piscine extérieure ouverte en saison, une connexion Wi-Fi gratuite et une salle de sport. Il possède un restaurant, un jardin et une terrasse. Des services d'étage, de concierge et de bagagerie sont assurés.

Toutes les chambres comprennent une armoire, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Certaines offrent une vue sur la ville. Tous les logements comprennent un coffre-fort.

Un petit-déjeuner continental est servi sur place.

Le personnel de la réception ouverte 24h/24 parle français, anglais et espagnol.

Vous séjournerez à 14 km du parc des expositions de Nîmes et à 33 km de l'amphithéâtre d'Arles. L'aéroport le plus proche, celui de Nîmes-Garons, est situé à 9 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. 







L'établissement Margaret - Hôtel Chouleur accueille des clients Booking.com depuis le 16 avr. 2021.



En voir plus","
6 Rue Fresque, 30000 Nîmes, France
"
